Customer ID,Assigned RM,Customer Type,Priority/Private,Transaction Label,AUM Label,Propensity BAC,Propensity SB,Propensity RD,Score Overall,Score BAC,Score SB,Score RD,Risk Profile
1925,RM002,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Balanced
1930,RM002,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Conservative
1933,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Balanced
1936,RM002,High Net Worth,Priority,High,High,High,High,Low,7,3,3,1,Conservative
1938,RM002,High Net Worth,Priority,Low,Medium,Qualified,Low,Low,6,4,1,1,Balanced
1944,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
1949,RM002,High Net Worth,Priority,Medium,Low,High,High,High,9,3,3,3,Balanced
1950,RM002,High Net Worth,Priority,High,High,Low,High,Qualified,8,1,3,4,Conservative
1956,RM002,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Conservative
1969,RM002,High Net Worth,Priority,Low,Low,Low,Qualified,Low,6,1,4,1,Balanced
1972,RM002,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Aggressive
1974,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
1975,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
1979,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,
1980,RM002,Ultra High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,
1981,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
1982,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
1984,RM002,High Net Worth,Priority,High,Medium,Low,Qualified,High,8,1,4,3,Balanced
1988,RM002,High Net Worth,Priority,Low,Low,Medium,Low,Low,4,2,1,1,Conservative
1995,RM002,High Net Worth,Priority,Medium,High,Low,High,High,7,1,3,3,Moderate
1996,RM002,High Net Worth,Priority,High,High,Medium,Low,Qualified,7,2,1,4,Balanced
1999,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
2001,RM002,Ultra High Net Worth,Priority,High,High,High,High,Low,7,3,3,1,Conservative
2006,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2008,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2009,RM002,High Net Worth,Priority,Low,High,Medium,Low,Low,4,2,1,1,Moderate
2011,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Conservative
2012,RM002,High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,Moderate
2016,RM002,High Net Worth,Priority,Low,Medium,Low,Medium,High,6,1,2,3,Growth
2017,RM002,High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,Conservative
2019,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
2025,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
2030,RM002,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Balanced
2031,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
2032,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
2033,RM002,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Balanced
2036,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
2038,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
2042,RM002,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Moderate
2045,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
2046,RM002,High Net Worth,Priority,Low,High,Low,High,High,7,1,3,3,Balanced
2048,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
2049,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
2051,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Medium,7,1,4,2,Conservative
2055,RM002,High Net Worth,Priority,Low,High,Qualified,Low,Low,6,4,1,1,Conservative
2058,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Growth
2059,RM002,Ultra High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
2061,RM002,High Net Worth,Priority,High,High,High,High,Low,7,3,3,1,Balanced
2066,RM002,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Moderate
2067,RM002,High Net Worth,Priority,High,High,Low,Low,Qualified,6,1,1,4,Conservative
2069,RM002,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Moderate
2074,RM002,Very High Net Worth,Priority,Medium,High,High,Medium,High,8,3,2,3,Moderate
2081,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Aggressive
2082,RM002,High Net Worth,Priority,Medium,Medium,Low,Low,Qualified,6,1,1,4,Moderate
2083,RM002,High Net Worth,Priority,High,High,Low,High,Qualified,8,1,3,4,Balanced
2084,RM002,High Net Worth,Priority,Medium,High,Low,High,Qualified,8,1,3,4,Balanced
2086,RM002,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Balanced
2087,RM002,Very High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Balanced
2088,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Moderate
2090,RM002,High Net Worth,Priority,High,Medium,High,High,High,9,3,3,3,Balanced
2091,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Growth
2108,RM002,High Net Worth,Priority,Low,Medium,Low,Low,Qualified,6,1,1,4,Conservative
2114,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2116,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Qualified,9,1,4,4,Moderate
2117,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Conservative
2120,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
2121,RM002,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
2124,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
2135,RM002,Very High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
2137,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
2139,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Conservative
2144,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Growth
2150,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
2160,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
2164,RM002,High Net Worth,Priority,High,High,Low,Medium,Low,4,1,2,1,Moderate
2166,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
2169,RM002,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
2173,RM002,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Moderate
2176,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
2177,RM002,High Net Worth,Priority,High,Medium,High,High,Qualified,10,3,3,4,Growth
2178,RM002,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
2182,RM002,High Net Worth,Priority,Medium,High,Low,High,High,7,1,3,3,Balanced
2188,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
2189,RM002,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Balanced
2191,RM002,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Moderate
2197,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
2199,RM002,High Net Worth,Priority,Low,High,Low,High,Low,5,1,3,1,Conservative
2205,RM002,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Conservative
2206,RM002,High Net Worth,Priority,Medium,High,High,Qualified,Low,8,3,4,1,Balanced
2217,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Qualified,9,1,4,4,Conservative
2218,RM002,High Net Worth,Priority,High,High,Low,Medium,Qualified,7,1,2,4,Balanced
2224,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
2228,RM002,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Growth
2229,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Growth
2231,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2232,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2233,RM002,Very High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
2238,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
2243,RM002,Very High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Aggressive
2244,RM002,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Growth
2246,RM002,Very High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Growth
2248,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
2251,RM002,High Net Worth,Priority,Low,Medium,High,Low,Low,5,3,1,1,Moderate
2260,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
2261,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
2263,RM002,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Balanced
2264,RM002,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
2265,RM002,Very High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Growth
2266,RM002,High Net Worth,Priority,Low,Medium,Low,Qualified,Low,6,1,4,1,Growth
2268,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
2272,RM002,High Net Worth,Priority,Low,Medium,Low,Low,Medium,4,1,1,2,Aggressive
2276,RM002,Very High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
2277,RM002,High Net Worth,Priority,Low,Low,Low,High,Low,5,1,3,1,Balanced
2278,RM002,Very High Net Worth,Priority,Medium,Medium,Low,High,Qualified,8,1,3,4,Moderate
2279,RM002,Very High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,
2282,RM002,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Growth
2283,RM002,High Net Worth,Priority,Low,Medium,Low,Medium,Low,4,1,2,1,Moderate
2290,RM002,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Balanced
2298,RM002,Very High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
2299,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2301,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,
2304,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
2309,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
2311,RM002,High Net Worth,Priority,Low,High,Low,Low,Qualified,6,1,1,4,Moderate
2312,RM002,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,
2315,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
2319,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
2320,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
2325,RM002,Very High Net Worth,Priority,Medium,Medium,Qualified,Qualified,Low,9,4,4,1,Conservative
2327,RM002,High Net Worth,Priority,Low,Medium,Low,Qualified,Low,6,1,4,1,Moderate
2336,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Qualified,9,1,4,4,Aggressive
2339,RM002,High Net Worth,Priority,Medium,Low,Low,High,Medium,6,1,3,2,Conservative
2344,RM002,High Net Worth,Priority,Medium,High,High,High,Low,7,3,3,1,Conservative
2346,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Medium,6,1,3,2,Growth
2347,RM002,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Growth
2349,RM002,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Aggressive
2354,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
2358,RM002,High Net Worth,Priority,Low,High,Low,Low,High,5,1,1,3,Balanced
2364,RM002,High Net Worth,Priority,Low,High,Qualified,Low,Low,6,4,1,1,Balanced
2366,RM002,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Conservative
2367,RM002,High Net Worth,Priority,Medium,High,Medium,High,Low,6,2,3,1,Balanced
2369,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
2371,RM002,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Conservative
2372,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
2380,RM002,High Net Worth,Priority,Medium,High,High,Qualified,High,10,3,4,3,Growth
2381,RM002,High Net Worth,Priority,Low,Medium,Low,Low,Medium,4,1,1,2,Growth
2383,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Aggressive
2389,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
2394,RM002,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,
2401,RM002,Very High Net Worth,Priority,High,High,Low,High,Qualified,8,1,3,4,Growth
2403,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
2410,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
2411,RM002,High Net Worth,Priority,High,High,Low,Low,High,5,1,1,3,Moderate
2415,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
2417,RM002,High Net Worth,Priority,Medium,High,Low,High,High,7,1,3,3,Growth
2418,RM002,High Net Worth,Priority,Medium,High,Low,Qualified,High,8,1,4,3,Balanced
2422,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
2427,RM002,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Moderate
2429,RM002,High Net Worth,Priority,Low,Low,High,Low,Low,5,3,1,1,Moderate
2433,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
2435,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
2438,RM002,High Net Worth,Priority,Medium,High,Low,Medium,Medium,5,1,2,2,Aggressive
2441,RM002,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Aggressive
2442,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
2443,RM002,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Moderate
2446,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
2450,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
2451,RM002,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Conservative
2454,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
2456,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
2459,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
2460,RM002,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Moderate
2466,RM002,Ultra High Net Worth,Priority,Low,High,Low,High,Low,5,1,3,1,Balanced
2467,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2469,RM002,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Balanced
2471,RM002,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Conservative
2475,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
2477,RM002,High Net Worth,Priority,Medium,Low,Low,Qualified,High,8,1,4,3,Balanced
2481,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
2483,RM002,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Balanced
2484,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
2492,RM002,High Net Worth,Priority,Low,High,Medium,Low,Low,4,2,1,1,Balanced
2495,RM002,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Balanced
2497,RM002,Very High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,Balanced
2500,RM002,High Net Worth,Priority,Medium,Low,Low,Low,Qualified,6,1,1,4,Balanced
2506,RM002,High Net Worth,Priority,High,High,Qualified,Medium,Low,7,4,2,1,Conservative
2509,RM002,High Net Worth,Priority,High,High,Low,Qualified,Medium,7,1,4,2,Conservative
2510,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,
2513,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2519,RM002,Very High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2523,RM002,High Net Worth,Priority,Low,High,Low,Low,High,5,1,1,3,Growth
2526,RM002,High Net Worth,Priority,Low,Medium,High,Low,Low,5,3,1,1,Aggressive
2538,RM002,Very High Net Worth,Priority,Medium,High,Low,Medium,Low,4,1,2,1,Moderate
2539,RM002,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Growth
2540,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
2543,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,
2544,RM002,Ultra High Net Worth,Priority,Low,Low,Low,Low,High,5,1,1,3,Balanced
2545,RM002,High Net Worth,Priority,Medium,Medium,Low,Medium,Qualified,7,1,2,4,Growth
2546,RM002,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Conservative
2552,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
2560,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
2561,RM002,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Balanced
2562,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
2563,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Growth
2566,RM002,High Net Worth,Priority,Medium,High,High,Low,High,7,3,1,3,Conservative
2569,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2571,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Qualified,9,1,4,4,Growth
2574,RM002,Very High Net Worth,Priority,High,Medium,Low,Qualified,Qualified,9,1,4,4,Balanced
2575,RM002,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
2577,RM002,High Net Worth,Priority,Low,Medium,Low,Qualified,Low,6,1,4,1,Balanced
2586,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
2592,RM002,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Growth
2594,RM002,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Balanced
2607,RM002,High Net Worth,Priority,Low,Low,High,Qualified,Low,8,3,4,1,Balanced
2613,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
2614,RM002,High Net Worth,Priority,High,High,Qualified,High,Qualified,11,4,3,4,Growth
2616,RM002,High Net Worth,Priority,High,Medium,Low,Medium,Low,4,1,2,1,Conservative
2617,RM002,High Net Worth,Priority,Medium,High,High,Low,High,7,3,1,3,Balanced
2618,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
2620,RM002,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Conservative
2621,RM002,High Net Worth,Priority,High,Medium,Low,Qualified,Low,6,1,4,1,Moderate
2624,RM002,High Net Worth,Priority,Low,Medium,Low,Medium,Low,4,1,2,1,Conservative
2633,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
2635,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
2636,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Qualified,8,1,3,4,Growth
2637,RM002,High Net Worth,Priority,Low,Low,Low,Qualified,Low,6,1,4,1,Growth
2641,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
2643,RM002,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Moderate
2644,RM002,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Balanced
2651,RM002,High Net Worth,Priority,Low,Medium,Qualified,Low,Qualified,9,4,1,4,Growth
2654,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2661,RM002,High Net Worth,Priority,Low,Low,Low,Low,High,5,1,1,3,Conservative
2665,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
2666,RM002,High Net Worth,Priority,Medium,High,Medium,High,Low,6,2,3,1,Growth
2677,RM002,High Net Worth,Priority,Medium,High,Low,Medium,High,6,1,2,3,Moderate
2684,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
2685,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
2686,RM002,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Conservative
2689,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
2692,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
2696,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
2697,RM002,High Net Worth,Priority,Medium,High,High,Low,Qualified,8,3,1,4,Moderate
2700,RM002,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Conservative
2701,RM002,High Net Worth,Priority,Medium,Medium,Qualified,Low,Qualified,9,4,1,4,Growth
2705,RM002,Very High Net Worth,Priority,Low,Low,Low,Low,High,5,1,1,3,Conservative
2707,RM002,High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,
2710,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
2713,RM002,High Net Worth,Priority,Low,High,Low,Low,High,5,1,1,3,Aggressive
2716,RM002,Very High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Balanced
2721,RM002,Very High Net Worth,Priority,Medium,High,High,High,Low,7,3,3,1,Conservative
2723,RM002,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Conservative
2724,RM002,High Net Worth,Priority,Low,Medium,Low,Low,Qualified,6,1,1,4,Balanced
2727,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Growth
2733,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
2741,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
2742,RM002,Very High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
2743,RM002,High Net Worth,Priority,High,Medium,Low,Medium,Medium,5,1,2,2,Balanced
2745,RM002,High Net Worth,Priority,Medium,High,High,Low,Qualified,8,3,1,4,Balanced
2747,RM002,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Conservative
2752,RM002,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Aggressive
2761,RM002,High Net Worth,Priority,Medium,Medium,Low,Low,Qualified,6,1,1,4,Conservative
2770,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
2775,RM002,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Balanced
2776,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
2778,RM002,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Conservative
2779,RM002,Very High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
2787,RM002,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Moderate
2788,RM002,High Net Worth,Priority,Low,Medium,Low,Low,High,5,1,1,3,Moderate
2790,RM002,High Net Worth,Priority,Low,Medium,High,High,Low,7,3,3,1,Moderate
2793,RM002,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Moderate
2801,RM002,Ultra High Net Worth,Priority,High,High,Low,Medium,Low,4,1,2,1,Balanced
2803,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
2805,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
2808,RM002,Very High Net Worth,Priority,High,High,Low,Qualified,Qualified,9,1,4,4,Moderate
2809,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
2811,RM002,High Net Worth,Priority,Medium,Medium,Low,High,Qualified,8,1,3,4,Balanced
2813,RM002,Very High Net Worth,Priority,High,High,Qualified,High,High,10,4,3,3,Conservative
2814,RM002,Very High Net Worth,Priority,High,High,High,High,Low,7,3,3,1,Moderate
2817,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
2825,RM002,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Growth
2827,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
2828,RM002,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
2829,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,
2830,RM002,High Net Worth,Priority,Low,High,Low,Qualified,Low,6,1,4,1,Conservative
2831,RM002,High Net Worth,Priority,Low,Medium,Low,High,High,7,1,3,3,Growth
2838,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
2843,RM002,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Aggressive
2845,RM002,High Net Worth,Priority,Low,Low,Low,Qualified,Low,6,1,4,1,Balanced
2851,RM002,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Moderate
2853,RM002,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
2860,RM002,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Conservative
2861,RM002,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Moderate
2871,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
2880,RM002,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Conservative
2882,RM002,High Net Worth,Priority,Low,High,Medium,Low,Low,4,2,1,1,Conservative
2887,RM002,High Net Worth,Priority,Low,Zero,High,Low,Low,5,3,1,1,Moderate
2894,RM002,High Net Worth,Priority,Medium,High,High,High,Low,7,3,3,1,Aggressive
2895,RM002,High Net Worth,Priority,Low,Medium,High,Low,High,7,3,1,3,Moderate
2897,RM002,Very High Net Worth,Priority,High,Medium,Low,Low,Medium,4,1,1,2,Conservative
2900,RM002,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
2902,RM002,High Net Worth,Priority,High,High,Low,Qualified,Qualified,9,1,4,4,Aggressive
2903,RM002,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
